title	type	url_slug	venue	date	location	talk_url	description
Towards Optimal Assembly Line Order Sequencing with Reinforcement Learning: A Case Study	Conference Presentation	TU Wien	Vienna University of Technology	2020-09-10	Vienna, Austria	https://www.youtube.com/watch?v=rldNB5zSkDM	Paper presentation
